Unnamed: 0,OID,PID,NID,Source,Yr_Comp,floors_no,Orig floors_no,socio_eco,label,WIAAM,NOUR,ARAM,NAIM,DAVID,ulabel,IMGAVAL,final_label
5490,WjBzOGljQzZzSDJiZF1tJWVyV0s,Re_369,OEA_7iJYNyctRAL3reEQANN3Si,OEA,1975,8,8.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,-999,,1972-1990,1,1972-1990
5491,WjtmSzdIbDIyZjNKNTBEPDg5WzE,Re_1336,OEA_QTobsiHByKL2GJCZJ7t9Gw,OEA,1980,6,6.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,-999,,1972-1990,1,1972-1990
5492,WjtNTDJmK0RpS1tuQUlnSFhLdkw,Po_1257,OEA_oQ8QgD9MssViNXaKB84TL6,OEA,1950,5,5.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5493,WjtNTDJmK0RpS1tuQUlnSFhLdkw,Po_1257,OEA_LwbdWPVMm2cwjNbbi6kpSe,OEA,1950,5,5.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5494,Wk48ZnNkNVtNeWhmMVc3eDFORVE,Re_1112,OEA_3PG6vGLRzdNzfUdgmAqnQu,OEA,1950,1,1.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,0,
5495,Wk48ZnNkNVtNeWhmMVc3eDFORVE,Re_1112,OEA_mKATuq4pA3DrMVTmSJmrRH,OEA,1950,1,1.0,Majority low-income zone,1935-1955,-999,-999,-999,pre1935,,pre1935,1,pre1935
5496,Wk48ZnNkNVtNeWhmMVc3eDFORVE,Re_1112,OEA_Wd6HF6PzdS27wUgRizHiEv,OEA,1950,1,1.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,0,
5497,Wk4qMkQ7Kmc6IWE8eStudGNjemE,Re_1042,OEA_EmxdHyPfoj2Y6gB7ay5xD3,OEA,1965,5,5.0,Majority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5498,Wk95ZXlJOTxzUWlpekA7dmFpVCM,Ac_1439,OEA_7iNbEArUvTAX4ztGwzhRGB,OEA,2020,-999,-999.0,-999,post1990,-999,-999,-999,-999,,post1990,0,
5499,Wk95ZXlJOTxzUWlpekA7dmFpVCM,Ac_1439,OEA_WUsFNK4dPVpWPYUweAFmkG,OEA,2020,-999,-999.0,-999,post1990,-999,-999,-999,-999,,post1990,0,
5500,Wk9ucm9udSVpQHk4ZmI0bGgqQCM,Me_1108,OEA_Awmf4FKLh3iTXSz5ez3FRt,OEA,1960,6,6.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5501,Wk9ucm9udSVpQHk4ZmI0bGgqQCM,Me_1108,OEA_EVc8J6GjECUyhC2mdsZChJ,OEA,1960,6,6.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5502,Wk9ucm9udSVpQHk4ZmI0bGgqQCM,Me_1108,OEA_WT7wMWrgQZz5ZQs4qnQm5e,OEA,1960,6,6.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5503,WkBMTVBiRjQ-PGspdXBURUlBWnQ,Re_1174,OEA_NKqcydyUUzWo3oBmJPo34e,OEA,1960,2,2.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1935-1955
5504,WkBMTVBiRjQ-PGspdXBURUlBWnQ,Re_1174,OEA_BQk2JREocc7VCvPZD8HCSJ,OEA,1960,2,2.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5505,WkBMTVBiRjQ-PGspdXBURUlBWnQ,Re_1174,OEA_8Djr6sm3QnYFvuK7DeqF8A,OEA,1960,2,2.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5506,WkBMTVBiRjQ-PGspdXBURUlBWnQ,Re_1174,OEA_K5zDRxn8BqDnL2BpL5vwhY,OEA,1960,2,2.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5507,WkBVYmJUNyN3KkZaXUE1NjhRZ2I,Re_417,OEA_CsGSEMuSaoKe5NLfEHZWrr,OEA,1970,5,5.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5508,WkdmUmNdUjBoc09dV3c6aVtRQFQ,Me_49,OEA_b2VyySNWKLbjcPTkyytasL,OEA,1980,11,11.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,-999,,1972-1990,1,1972-1990
5509,WkEpMGhyV3hkZD4tJnpqRldmV1U,Re_623,OEA_ABg8j7KdPSNxBQnhm7bgXR,OEA,1940,3,3.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5510,WkEpMGhyV3hkZD4tJnpqRldmV1U,Re_623,OEA_5MsLTdQxxr6GFgmL72FzJo,OEA,1940,3,3.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5511,WkEpMGhyV3hkZD4tJnpqRldmV1U,Re_623,OEA_EYec4uqZsoKbNsf2cW6E6T,OEA,1940,3,3.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5512,WkFdeiFJQmJ5bFZSdlZbSVdWLWw,Re_1603,OEA_ivVhKvohtvstd3FMWst9X7,OEA,1960,1,1.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5513,WkFdeiFJQmJ5bFZSdlZbSVdWLWw,Re_1603,OEA_XZuEtRkHBqPZyCzRkJ7cTv,OEA,1960,1,1.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5514,WkFdeiFJQmJ5bFZSdlZbSVdWLWw,Re_1603,OEA_873KkL5HkFZoR22gvL6cjf,OEA,1960,1,1.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5515,WklhViswQ0FJQyklWi1ObXM7TlY,Re_404,OEA_iUNBpPgtHWrkn8XgPWmryB,OEA,1940,3,3.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,0,
5516,WkpEPFQwSkUtRWhWeGlbKjpFc1Q,Me_631,OEA_cyM4AM6ejNQYMkZGAaWeHP,OEA,1955,-999,-999.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,0,
5517,WkpoR2Z3TFhhKmkodGN4bCt6ZEc,Re_1697,OEA_fUN2Gf7sbHmMZrPRwZ8pXg,OEA,2010,6,6.0,Approximately 50% low-income zone,post1990,-999,-999,-999,-999,,post1990,1,post1990
5518,WktHZDMzT093PjgyKm9reXFoW20,Re_512,OEA_6BaTzCZSt2RFnYhxo9Lrfi,OEA,2010,9,9.0,Minority low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5519,WktHZDMzT093PjgyKm9reXFoW20,Re_512,OEA_aYkztAXeq35YrFaap2SJ5C,OEA,2010,9,9.0,Minority low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5520,WkY5Vi1YbVp0Z3ZyQWZQendMJjU,Me_555,OEA_97V4mRCGdF4NM5jsX2vFcL,OEA,1955,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,pre1935,,pre1935,0,
5521,Wl1WT1BiWV08VExbQnktZUlVYlI,Re_1269,OEA_jxagAUaweeNxPkQXu3bdob,OEA,1960,1,1.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5522,WlAyN2c6UHkmKDE4dVZpKmdKW1Q,Re_2243,OEA_ZihMZxxzU9dm95NWZVTRmS,OEA,1960,6,6.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1935-1955
5523,WlBMWyZVbG1ROj5PUitsRSEpdio,Re_2397,OEA_nX7DcvPVi8CwFMHkBP3CuT,OEA,2010,15,15.0,Approximately 50% low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5524,WlcmNmkqIWdNJXhBTGNUeExXMzQ,Re_1510,OEA_J3LcFn8zzg7NhxeJ6bhhyR,OEA,1950,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5525,WlcmNmkqIWdNJXhBTGNUeExXMzQ,Re_1510,OEA_enSstS7B5GaS52ExRs7Mch,OEA,1950,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5526,WlcmNmkqIWdNJXhBTGNUeExXMzQ,Re_1510,OEA_YH8AbheXYGEDgX36MTiPRa,OEA,1950,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5527,WldQZjtCPndpMSg0ISE-MiVFLVM,Re_2252,OEA_CgNhKosS6nXtMnZNuCw6NG,OEA,1970,6,6.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1935-1955
5528,WlFaNllPXVtIKmg-MjQ4NE1kZkM,Re_195,OEA_Ke8HCxSxTRadNpKCj3vJkX,OEA,1995,16,16.0,Not low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5529,Wll2VUszWm53ZmZNbjxnZDc8Ulg,Me_1118,OEA_LBGJvMmQnFnb43CtmvD3wa,OEA,1970,7,7.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5530,Wlo3QVNzN2Y0O3hTOkoyMGg1IWY,Re_2039,OEA_bT4zGQT7roZ8PVaD7Wsw5B,OEA,1960,2,2.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5531,WlsrNndHNDVZa3dOdEFZJkYheDk,Sa_628,OEA_Mx6YdW5Nit5tygZTK6pddJ,OEA,2000,12,12.0,-999,post1990,-999,-999,-999,-999,,post1990,0,
5532,WlsrNndHNDVZa3dOdEFZJkYheDk,Sa_628,OEA_FENLBTVWZ6AgBpi6KCahRN,OEA,2000,12,12.0,Approximately 50% low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5533,WlVCMm9wPjlRTDdoNmdDc2w4PjA,Re_732,OEA_L4xjm4k2sZ7oyNHx6NPRtz,OEA,1980,8,8.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
5534,WlVCMm9wPjlRTDdoNmdDc2w4PjA,Re_732,OEA_DxH9eBv3KTMpoeXPUknff5,OEA,1980,8,8.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,-999,,1972-1990,1,1972-1990
5535,WmFaSWsjKEFHZipjbTlhR1tBRmQ,Me_1053,OEA_chiCWxnu9CKJjmXEAb86S6,OEA,1970,6,6.0,Majority low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5536,WEh6LVAqSllzQ2xiO3kzbz4jbz4,Ac_573,OEA_V7cJBrQxiG6QB3BGQT6wuk,OEA,1922,3,3.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,0,
5537,WEh6LVAqSllzQ2xiO3kzbz4jbz4,Ac_573,OEA_AuvSqKf4Xk4t6aU7ZhnjnY,OEA,1922,3,3.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,1935-1955,,1935-1955,0,
5538,WndwMmtjRTJQNGJqXUMoZTRSRks,Re_1450,OEA_GeMnytaFkbH2GP9KriRwUo,OEA,1960,2,2.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5539,WnF0JjZGZFZPS0pNZFUyUURbWTc,Me_921,OEA_UVEd2FR9mxWL5pDEuJjKip,OEA,1960,3,3.0,Majority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5540,WnJDMytIWmRyJTI6KHhqcyorWk8,Me_798,OEA_Q9FZePuLbCfHEGKsDpaZfy,OEA,1960,1,1.0,Majority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5541,WnJpYjlnTzFJIW5vbkUpJT40Rjw,Re_444,OEA_n2zVxE7GcirLtrnnqGBTX2,OEA,2019,16,16.0,Approximately 50% low-income zone,post1990,-999,-999,-999,-999,,post1990,1,post1990
5542,WnozQSpRNkspMSp5YW84ZUgxWmk,Me_770,OEA_dPyDQywZuYadEJ6dMR2Yny,OEA,1960,1,1.0,Majority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5543,WnozQSpRNkspMSp5YW84ZUgxWmk,Me_770,OEA_P2xNtmzEqpiSgLicTbhdTL,OEA,1960,1,1.0,Majority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5544,WSghRypyVloqSVhDUkgrPFZ3WHc,Re_69,OEA_JqJkQMab7BBRot9DYBcUks,OEA,1970,10,10.0,Not low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5545,WSghRypyVloqSVhDUkgrPFZ3WHc,Re_69,OEA_GY2JaueDPhygVqLbejARxK,OEA,1970,10,10.0,Not low-income zone,1956-1971,-999,-999,-999,post1990,,post1990,1,post1990
5546,WSghRypyVloqSVhDUkgrPFZ3WHc,Re_69,OEA_8m8qquockFA6nvjMZmUs3m,OEA,1970,10,10.0,Not low-income zone,1956-1971,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
5547,WSlQakFAbGpbbyo2cXFXOCZlTGY,Me_1095,OEA_i5xr8fgQRV3qECYRR2YtTB,OEA,1970,4,4.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5548,WSlQakFAbGpbbyo2cXFXOCZlTGY,Me_1095,OEA_cZ3det6hyRKT8byh9Sy3Xw,OEA,1970,4,4.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1935-1955
5549,WSNidWZqQ1g0b1oxPnNtcmlwQTc,Me_173,OEA_FCEoHtMcJpZHqXJXj5N8pA,OEA,1980,7,7.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,-999,,1972-1990,1,1972-1990
5550,WSNidWZqQ1g0b1oxPnNtcmlwQTc,Me_173,OEA_PHYkEBMVg48KUTYH4jQusv,OEA,1980,7,7.0,Approximately 50% low-income zone,1972-1990,-999,-999,1956-1971,-999,,1956-1971,0,
5551,WSNlailKNGM1Pl00am5aJmNATiY,Me_837,OEA_hhQdGm25t3bMsMwoD7TPVG,OEA,1955,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5552,WEJ5ayZDOStpdSpJbCZhJltYZU8,Re_254,OEA_5JntfRStdnLETUdUxwQ26k,OEA,1920,1,1.0,Approximately 50% low-income zone,-999,pre1935,pre1935,-999,-999,,pre1935,0,
5553,WStKanMtZUhwN2NpWGRZNGZPKEU,Re_797,OEA_bYZrrNZMENKB3nGyenHh4Q,OEA,1960,5,5.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1935-1955
5554,WStKanMtZUhwN2NpWGRZNGZPKEU,Re_797,OEA_g3S662PzApfEbxxFp8aCY9,OEA,1960,5,5.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5555,WStKanMtZUhwN2NpWGRZNGZPKEU,Re_797,OEA_B5C4X78Ubghsotq5wS4b6c,OEA,1960,5,5.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5556,WStKanMtZUhwN2NpWGRZNGZPKEU,Re_797,OEA_a5FWfnK8tHVtkAmgjwFtNQ,OEA,1960,5,5.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5557,WTA-MjV3aHM6aD5ZYVdsLXZReSg,Me_1339,OEA_RFsEQpx6hnDKaPCAfm4Jm2,OEA,1970,5,5.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5558,WTA-MjV3aHM6aD5ZYVdsLXZReSg,Me_1339,OEA_TnpHiKNZH5wN5GmxNtDnqV,OEA,1970,5,5.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5559,WTF3ckYwell1ZnEtJjBWRWtvUS0,Re_2019,OEA_9ygxVJcT4pJP79cnghVGzX,OEA,1940,4,4.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5560,WTFqeTArMyohRVIqQzQpSjVtbTI,Re_1815,OEA_AEno7N5VcJNrCDqrYHUNeD,OEA,1950,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5561,WTFqeTArMyohRVIqQzQpSjVtbTI,Re_1815,OEA_nGUzbsxBpHRBTrqMiouNKa,OEA,1950,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5562,WTkzR3Z1VHZIR2JSVClyKUkwVm4,Re_1374,OEA_YKcgfJuuzNBLWPJckJMVug,OEA,1970,4,4.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5563,WTNRZi12RTRqNU92bzxba1NbKkk,Re_2217,OEA_iLQ9prZG2ndKpEbvYBLY9L,OEA,1970,3,3.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5564,WTNxJTZoLUVZOypjY21EQSorTXU,Re_1555,OEA_mCFH7QgD2uZ5jtJgNzYxr5,OEA,1980,1,1.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,-999,,1972-1990,0,
5565,WTtEVnAteFBvRUZ0UCpAbEhGbnI,Re_2396,OEA_McSCQsrjoefopckgcPBNK5,OEA,1960,8,8.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5566,WmhVU2VMV21JUGhDa2FPTTspWkE,Re_325,OEA_jrt5fefnuxB7AsMH3NkL5F,OEA,1930,2,2.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,1,pre1935
5567,WmJDWk1VQHM3PjZxRUhjUCFBTD4,Re_1840,OEA_TQ5eGgjKFM8tvw2rFgBxqh,OEA,1935,1,1.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,0,
5568,WTVxTUNvRmRuLSotIXBsaVYtRSo,Re_1213,OEA_QKmWiMXr43RgDBDFtfJVCs,OEA,1950,2,2.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5569,WTxIQHFMZGJlaGhAMEV1ISVAZFE,Re_442,OEA_EkpMKhfwhxDozForCpbPTj,OEA,1995,13,13.0,Approximately 50% low-income zone,post1990,-999,-999,-999,post1990,,post1990,0,
5570,WTxIQHFMZGJlaGhAMEV1ISVAZFE,Re_442,OEA_SqYemw5H5KBFT4gctZUj6A,OEA,1995,13,13.0,Approximately 50% low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5571,WTZwSnJhLT4hUlIyciFlQzs3cCo,Re_1111,OEA_bucUk5NSnx42fy8PpizE7o,OEA,1950,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5572,WUF3R1Eqam5rNkxPeTduKldmWHk,Po_1247,OEA_f3rpatz8oZAT3HgBwPdJRM,OEA,1960,1,1.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5573,WUF3R1Eqam5rNkxPeTduKldmWHk,Po_1247,OEA_Rfg4sHzm7wxXEeXtfhSoH7,OEA,1960,1,1.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5574,WUh2ZFt1UEU8USllN254VjplYSY,Re_625,OEA_eZ9LW8QKJqM2Ci7WNkm3Rt,OEA,1950,5,5.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5575,WUh2ZFt1UEU8USllN254VjplYSY,Re_625,OEA_gTqPZqtTUZvhqgDD3CTW3k,OEA,1950,5,5.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,0,
5576,WUJKW0BoKnUyMysjVkFbYVtGRCo,Re_2109,OEA_4wSejTTeC54EgRh9UDqx5Q,OEA,1960,4,4.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5577,WUlaPm9dQjt4QW0pUEdqKE5WNmk,Re_613,OEA_Gg9qjwFc2UXPREBQV8sxcx,OEA,2010,24,24.0,Approximately 50% low-income zone,post1990,-999,-999,-999,-999,,post1990,1,post1990
5578,WUoqbHE2MUNpN3U5V203Uy1ueXU,Me_271,OEA_WcKt59XaLhhS6upxcwNcVm,OEA,1940,1,1.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5579,WUoqbHE2MUNpN3U5V203Uy1ueXU,Me_271,OEA_NRgRcPwCZfBwx5xL5YbVsp,OEA,1940,1,1.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,0,
5580,WUpMYkJSb21RMGYjOmlyekduT0w,Me_840,OEA_XYKtNRAnTYGKWkPonFSXb7,OEA,1960,4,4.0,Majority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5581,WUpMYkJSb21RMGYjOmlyekduT0w,Me_840,OEA_659HJ9wRNxkCwFtncz5UWm,OEA,1960,4,4.0,Majority low-income zone,1956-1971,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5582,WSpdYSUlNnozYUFyd281SztKWjk,Re_2307,OEA_XdZv9ivG7Lr3HdvMuh4Fi2,OEA,-999,3,3.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5583,WUs1KitpYlNkV1Ewa0BSOWVWUCM,Re_483,OEA_QNCuoHELZd2fDbyN7H3qvu,OEA,2010,6,6.0,Approximately 50% low-income zone,post1990,-999,-999,-999,-999,,post1990,1,post1990
5584,WTtJKzpORmJGKUxmQDozUik5N1M,Sa_641,OEA_EwsvtDN7gMGg2iCarE9CBy,OEA,1920,3,3.0,-999,pre1935,-999,-999,-999,-999,,pre1935,0,
5585,WTtJKzpORmJGKUxmQDozUik5N1M,Sa_641,OEA_mN7htdpVkpQP5PzM3fjizz,OEA,1920,3,3.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,pre1935,,pre1935,1,pre1935
5586,WUxmQXdzPFJQQWRIYjJWd1tTOCs,Me_660,OEA_LdgzksjamvisWSdwKvgb9G,OEA,2020,24,24.0,Approximately 50% low-income zone,post1990,-999,-999,-999,-999,,post1990,1,post1990
5587,WV13ZTdQYSpGZVQ2KnRnVUNrOjY,Ac_1157,OEA_VG9RLY6VzQWMrvohvPfGPW,OEA,2020,10,10.0,Not low-income zone,post1990,-999,-999,-999,-999,,post1990,1,post1990
5588,WV13ZTdQYSpGZVQ2KnRnVUNrOjY,Ac_1157,OEA_kWEV8NBU9oPYZdEqsgh9Jr,OEA,2020,10,10.0,Not low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5589,WV13ZTdQYSpGZVQ2KnRnVUNrOjY,Ac_1157,OEA_Hx9Qm2DpuNQsUrhxyQPnZZ,OEA,2020,10,10.0,Not low-income zone,post1990,-999,-999,-999,1972-1990,,1972-1990,1,1972-1990
5590,WV13ZTdQYSpGZVQ2KnRnVUNrOjY,Ac_1157,OEA_i7fpXsneogPuvhTiYNQZDW,OEA,2020,10,10.0,Not low-income zone,post1990,-999,-999,-999,-999,,post1990,0,
5591,WV1vO0BEaSNNTFRVQyg8bWg-Yjw,Re_2236,OEA_9UehRhKDaxGciUth66ikjw,OEA,1960,5,5.0,Majority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,1,1956-1971
5592,WURQbWUmT3dqa3VkN2pwOC1RSTM,Re_764,OEA_bLvovzNZWXUfgfG9UtPb5a,OEA,1920,1,1.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,1,1935-1955
5593,WUVwNDRtWkVvQWNzZDpLJUN6KE8,Re_201,OEA_GkConWXSM5tttJEbC2P3Ah,OEA,1920,5,6.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,1,1935-1955
5594,WUVwNDRtWkVvQWNzZDpLJUN6KE8,Re_201,OEA_Vmey6U3mFQpAuosZRcWrJP,OEA,1920,-999,6.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,0,
5595,WVp0eUdXZkdMIz4zKykwZj4hY3A,Re_529,OEA_6AXCfbaTrad9MzrnEkj2ni,OEA,1980,6,6.0,Approximately 50% low-income zone,1972-1990,-999,-999,-999,-999,,1972-1990,1,1972-1990
5596,WVEwcG5ZeSVpPldKUUdLazA6cV0,Re_996,OEA_TcsFWBdpcKe5piAYEEChHZ,OEA,1930,2,2.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,1,pre1935
5597,WVk5Szg6bDBINnpSZjNKPkVtVSM,Me_220,OEA_KCFaTTs2NjjRsVoTUWFGr3,OEA,1920,2,2.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5598,WW83ITpdWVZaMUwzQjJ5XVYrXXU,Me_822,OEA_gwsL64m5zY7uAtJdyECH3E,OEA,1940,2,2.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5599,WW9IWnFOWTghelRBPlpkektFSl0,Re_1219,OEA_eQkprxwUmREKoBJDMEeCaQ,OEA,1940,3,3.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,-999,,1935-1955,1,1935-1955
5600,WW9Jdi13NFhSMTc8R0ZkNjx5IW0,Re_953,OEA_bMhCNADY8EjXKDxWr246xv,OEA,1964,1,1.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5601,WWE2NFlTQWlAKnA-blR2MXA-PFk,Re_1959,OEA_6YYF4EjSphkDUgkX3PD2Nv,OEA,2010,12,12.0,Majority low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
5602,WWE2OndHdm1rKFJLb2dBb0RDLUQ,Me_268,OEA_XuSucG6qmK8LHhbMHuoChv,OEA,1945,4,4.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
5603,WVk5Szg6bDBINnpSZjNKPkVtVSM,Me_220,OEA_QLUVmu2jxysPnBeY2ssDoE,OEA,1920,2,2.0,Low-income zone,pre1935,-999,-999,-999,pre1935,,pre1935,1,pre1935
5604,WW1WQXV3QCpwcj5oZzllWE9TXWg,Me_30,OEA_aAQXhSy8vESmbVVLYEJSmw,OEA,1920,2,2.0,Approximately 50% low-income zone,pre1935,-999,-999,-999,-999,,pre1935,1,pre1935
5605,WWNFbGY1UGFIVHYmRDpydyZNOio,Re_2028,OEA_UbkhRgSqZmHMbPUdaMEH2t,OEA,1970,4,4.0,Approximately 50% low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
5606,WWp6bjx0WS1DaylyPFI2MUg6QDg,Re_571,OEA_F5hypxMPCRrJV2dEPLitvf,OEA,1960,5,5.0,Minority low-income zone,1956-1971,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
5607,WWp6bjx0WS1DaylyPFI2MUg6QDg,Re_571,OEA_HQ6rvWd5QLTptgPDJ7Urxx,OEA,1960,5,5.0,Minority low-income zone,1956-1971,-999,-999,-999,-999,,1956-1971,0,
