NID,Source,floors_no,socio_eco,label,has_image,has_tabular
OEA_DiHyFVhnSbfw2R8EUkiqsU,OEA,2.0,Not low-income zone,1935-1955,False,True
OEA_ZTdM3xn2ZE3AZ9BQvLiWF8,OEA,3.0,Not low-income zone,pre1935,True,True
OEA_kVmDHkbXSZmXpotTWb5yxt,OEA,3.0,Not low-income zone,1935-1955,True,True
OEA_8RqvorQBmbRtVcynp4XR8y,OEA,4.0,Majority low-income zone,1935-1955,True,True
OEA_iYdsx9N4K4uJiNeAyb6cUo,OEA,9.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_MmfsMZdfSSBCXWjwyi3FtU,OEA,5.0,Majority low-income zone,1935-1955,True,True
OEA_iZdnNWoVH8Abb3oRYqYzQg,OEA,1.0,Majority low-income zone,1935-1955,True,True
OEA_HABgKPscdjNKJFhfLH3yYN,OEA,1.0,Majority low-income zone,1935-1955,True,True
OEA_eupC98DGMhThBBPWCCg5BN,OEA,2.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_SSpjM3VsNQqoJ6Dt9ihyyk,OEA,7.0,Majority low-income zone,1972-1990,True,True
OEA_H9HtpDmr9LcRMkTMoukL6Y,OEA,10.0,Approximately 50% low-income zone,post1990,True,True
OEA_Y5BrF7tvS8AGkj3eRbHfYS,OEA,10.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_9xHYqZQokzfemFv9gJcYLt,OEA,3.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_5fpPkxRdZBTgsvFcSn9Ggh,OEA,1.0,Minority low-income zone,pre1935,False,True
OEA_7gAoZbqLMa8YSPcxQgssM4,OEA,1.0,Minority low-income zone,pre1935,False,True
OEA_LThr3wEae9S5gZK4iuytoT,OEA,8.0,Not low-income zone,1972-1990,True,True
OEA_Pnb7KsA5sRTH4Y3bAUvZcA,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_NaGb3ZhYpVTKbdZahRNcUm,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_j3GS6AVBT8cmZ9hTi4mPZN,OEA,1.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_HKefdrECPSpbJnpPb8wmvN,OEA,11.0,Majority low-income zone,post1990,True,True
OEA_6Ni4Nx4aHrrcAzMH82xW6f,OEA,11.0,Majority low-income zone,post1990,True,True
OEA_CVGnTg94nBfaJH9jZCZKAG,OEA,11.0,Majority low-income zone,post1990,False,True
OEA_nfYKV7vdfmNEdGmFEJvQyQ,OEA,4.0,Majority low-income zone,1956-1971,False,True
OEA_PQzhbN5NMiXjJXsCYEfpDa,OEA,4.0,Majority low-income zone,1956-1971,False,True
OEA_4GcfaDDkZRWqiRL6TiXjyE,OEA,4.0,Majority low-income zone,1935-1955,True,True
OEA_GhY53iq9LbkF5yFoUwzTPx,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_ZYEGUxUpqWKGgSABC8mxdp,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_7FbrNt4JqAxUvvUHsCMzL5,OEA,5.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_eR8hrGaCa4FhnGfutnQBbT,OEA,2.0,Majority low-income zone,pre1935,False,True
OEA_bNTayt46QCrH2HGtAWNUMN,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_8DJp9Vjra5cZgCHnCPbuT3,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True
OEA_WLd9cpTx3oEjBz7nMF6i4g,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_eYVCyVHacyauCc7ZLJgG8J,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_mqDppubPBXdyyWpCrU9roL,OEA,15.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_b2m8HEmjU9PLafDDWX6k93,OEA,3.0,Not low-income zone,1935-1955,True,True
OEA_bWQxwrWpJ55SwJz9Qqh8QL,OEA,3.0,Not low-income zone,1935-1955,True,True
OEA_fgFn34S77wqV4Ec334AuAR,OEA,3.0,Not low-income zone,1935-1955,True,True
OEA_6SKWzGHtyG7VzkQ8r59XZa,OEA,3.0,Not low-income zone,1935-1955,True,True
OEA_AVEYYvcQCrLgChia56g55u,OEA,3.0,Majority low-income zone,1956-1971,False,True
OEA_4jR4gKk72NLkY6o9mtNJPH,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_io9SCQJPJL5koPUA6Z6nEm,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_cyByKhFQVwhWFe3MJef27h,OEA,4.0,Majority low-income zone,1935-1955,True,True
OEA_Ba8ogXx2tcDDvwGPLzEh7a,OEA,2.0,Majority low-income zone,1956-1971,False,True
OEA_hmgwSeCf9zV5ZY4bMHPrBo,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_XTB3ponLX4nwYpXw2hiMCX,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True
OEA_3ivv2j6C4EMz2y2TTdSkji,OEA,6.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_mBaiYr6XNPfQ4MaL8Z7rzt,OEA,1.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_kF6t8p6nzfe4StYjQuDGzP,OEA,4.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_h3GHrEiNXGRvPHKNwPjogw,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_H3ejQgd2hQen7wZATX6U9P,OEA,5.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_dmaNicumfW5XauGALhnCos,OEA,5.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_JzjSEyaib5qY5ErJThZ4v4,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_oSJJoRfii78qu8gLZZQ5eF,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_i3SYVLhsdNAJN35wrTezS2,OEA,1.0,Majority low-income zone,1956-1971,False,True
OEA_BTAcBbgp7UaaTTUFRq4ESP,OEA,2.0,Majority low-income zone,1935-1955,False,True
OEA_UWz6hVbizW9iwyxahUPPbe,OEA,2.0,Majority low-income zone,1935-1955,True,True
OEA_CRvbzagqedEQktJtU27Yyw,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_3wYifVrb5uweWaUUJvyDSv,OEA,3.0,Approximately 50% low-income zone,1935-1955,False,True
OEA_PMwzkr4BNhjawgVHabBv5n,OEA,1.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_JKBRXuT2QeBY88iK6SSFeX,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True
OEA_LWsjkgas2LbmTwBkoaiMte,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_gkFex76F4MJjeexUuhH63n,OEA,7.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_YXCyzjbY4diw5wYx5VpS7Q,OEA,3.0,Majority low-income zone,1935-1955,False,True
OEA_cqyjawbBVGmkoTyDdXnKD4,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_gP74kAkVTfD3zyzYsXuxcq,OEA,7.0,Not low-income zone,1956-1971,True,True
OEA_6ddshQEVrvMB9769rSdaXh,OEA,7.0,Not low-income zone,1956-1971,True,True
OEA_QbpsqjGv2s39ptqUZQhWzm,OEA,2.0,Majority low-income zone,1935-1955,True,True
OEA_VY3w22yBtviH9v8seSpYYx,OEA,3.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_QEZHEg98ViMT7cAqvP5uRd,OEA,6.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_VpCuYKojZUx7EbyE6umtG4,OEA,12.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_maniBNHdVsSY7JovrVowMv,OEA,12.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_XxfSDL68NEpai49RCAwih5,OEA,12.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_nNv3iUzLeikZa25q5fmeiN,OEA,12.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_MRLPERtDtCDfArjzpjTZKt,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_7kDMwLN5Mg8hUdwtjqny2H,OEA,6.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_bA3cBzvP9AvuGGK8x8sdmy,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_EeiQ7XLTt26tJvzqrfYnBP,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_YMcTSpKccrbDpyxj4wx2qt,OEA,8.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_LY9hUf58a3MtsFkibdCRmA,OEA,8.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_Za6rMxQbEad2dsJMCM6R5x,OEA,1.0,Majority low-income zone,pre1935,True,True
OEA_GHwnqCxL2fB4fuoTknf69d,OEA,7.0,Approximately 50% low-income zone,post1990,True,True
OEA_aMe6cV3wEfzKjcaEafGxxK,OEA,,Approximately 50% low-income zone,1935-1955,False,False
OEA_e3xN8dz9oD5ydYwPBAvdWc,OEA,9.0,Majority low-income zone,1956-1971,True,True
OEA_LZPz98xuvrb7Mhrvndgip6,OEA,5.0,Majority low-income zone,1956-1971,False,True
OEA_PzApJrfpP6tK4ZWXJ7mpjK,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_eKGzMEHGTrU85N2Zaynhy2,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_WnC5q2SFZY5Axky2KWnXNK,OEA,2.0,Majority low-income zone,1935-1955,True,True
OEA_gyoXgKHuJ4HZC3UiRgmqCY,OEA,2.0,Majority low-income zone,pre1935,False,True
OEA_eBUpUvagqt683DUjFEXLFk,OEA,7.0,Not low-income zone,1956-1971,True,True
OEA_i5xHFb4DsAJTtKZ5a7pJM8,OEA,7.0,Not low-income zone,1956-1971,False,True
OEA_5tfvMRTmTsBTYDUGUydKgk,OEA,1.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_BAY5fu22JnLycK8Y9MW92u,OEA,,Approximately 50% low-income zone,1972-1990,False,False
OEA_RgiBDP2MuLPmLRD4qhWkK7,OEA,4.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_jKZZMMFXrZFM4i8E2ptBK8,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_9Lz75hvNLSGsJjSyUcM8yg,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_S4JLd63k4BBkVVbnEq4vv3,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_3WteWWC2dywJpCPhiNi9Dp,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_D43GGxKfKEg62kzohzQAhU,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_YdCPM4Uz82d7c2rb8CidKz,OEA,4.0,Not low-income zone,1935-1955,False,True
OEA_jdxHL4kwhJh5CrGgNgBbev,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_YzeNT4YbwJYqHN4yn5wU55,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_GMq8QCwV96uW8UvRLkmmUc,OEA,2.0,Majority low-income zone,1956-1971,False,True
OEA_gewmjK5L9nvS9oQaEYqmCu,OEA,1.0,Majority low-income zone,1935-1955,False,True
OEA_hA2LmRRrCs6kHguxXrRsY9,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_MioQCVcyPgremayUHdb4Vk,OEA,2.0,Majority low-income zone,1935-1955,True,True
OEA_S86xoLtBLWNCNTCatXCBS6,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_BJJFkGWfTSD5reCSrPioQP,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_SEPxtC8ecWnnsEYPw27JE9,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True
OEA_HUNWh7f8ZiWApUBiP8uAA8,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True
OEA_SH2xi9cidwJdf98rQyM57H,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True
OEA_PyZSQ4Mojo9fzRQtKjCfeh,OEA,3.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_i7aAmiaDHedukmea3ry7wk,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_AGBji4ZnxhmPSEgrswUUt3,OEA,3.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_k45btvLQuqRsubLGCDWayz,OEA,3.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_kwvEtRgJMrTwevf9VNJwzR,OEA,2.0,Majority low-income zone,1956-1971,False,True
OEA_JNzyE23ruNbN3EXzWe5WME,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_JZWLqofEhLDYFdFJUdWrK9,OEA,2.0,Majority low-income zone,1935-1955,True,True
OEA_isZJKqJNqWBz6S3JXZqqhF,OEA,1.0,Majority low-income zone,1956-1971,False,True
OEA_fFBrWHRoLCPGsmPQiStRWK,OEA,9.0,Not low-income zone,1972-1990,True,True
OEA_iQy6uFqfaFJvnpgDAWKYcN,OEA,9.0,Not low-income zone,1956-1971,True,True
OEA_Qeb6kXi9af5VEFhQEfWbZT,OEA,9.0,Not low-income zone,1972-1990,True,True
OEA_fJXhhd3obuyFXHjxkknXHr,OEA,,Approximately 50% low-income zone,1956-1971,False,False
OEA_YEuaVeXK34dY6ThgguqcF2,OEA,2.0,Majority low-income zone,pre1935,True,True
OEA_erxjbQNfNRvdjc7sjzqE76,OEA,7.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_FHxDE6oXUZknm6fEKeXJNA,OEA,7.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_aTD2yq8fxDW8b3iBCrGKW9,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_g35TrshgEeSh4z49TeZvKR,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_F2MeNhq4893PjaMcXTPnPu,OEA,1.0,Approximately 50% low-income zone,1935-1955,False,True
OEA_5nzkugVEuFxmGHUgnBBRgJ,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True
OEA_bNEnt4eCv5vapJ4UrhV5Lr,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_aNJd5eUiKc3w9zgRoSjCwe,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True
OEA_nfVHUeHayMKjSephEVgBja,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_KSNJ2XYkZCZUqMjNtHr5ha,OEA,5.0,Approximately 50% low-income zone,1935-1955,False,True
OEA_CmmFnsqwKdXaN92EVmMmw5,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_MWdj6HPQ5epf9R8KjBUMUG,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True
OEA_MfF35AcrEavKhyQcTy38oK,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True
OEA_PAeARRN8Ek79x63BpbTpiN,OEA,7.0,Minority low-income zone,1956-1971,True,True
OEA_FqT8c2ctJMzeTD37ZgVA8w,OEA,,Approximately 50% low-income zone,1956-1971,True,False
OEA_FYAt5YD3kjosHF4kzoGQas,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_9uLehbwPa9Fz9nEPMEx7zk,OEA,5.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_VXtPasAiFreZEmCZrBJwZd,OEA,5.0,Majority low-income zone,1956-1971,True,True
OEA_FAUGiocf3gxtg7rkMQY7wC,OEA,13.0,Approximately 50% low-income zone,post1990,True,True
OEA_iXaSeDYL8T8ruutGHGaXV9,OEA,13.0,,post1990,False,False
OEA_HgVTiyPcQLdFZbNR7bd4sV,OEA,13.0,Approximately 50% low-income zone,post1990,True,True
OEA_QrPsVBF2wrxtmC6869HuK6,OEA,13.0,Approximately 50% low-income zone,post1990,True,True
OEA_9SFbGR8jF3MrrBcJck8mG3,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_K9UkMeJdzQpxLknwewehMx,OEA,2.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_DHG4X2z8jdQfnJNxuWcvAd,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_cFwykzGrpTajvciZCm5se2,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_PC78n4fHNZs9MZNbuWUT7u,OEA,2.0,Minority low-income zone,pre1935,True,True
OEA_RdCrCRbXGwZPJsEt9ULq69,OEA,,,pre1935,True,False
OEA_ANkVQbfZj9BJtCgixW7NS3,OEA,9.0,Not low-income zone,post1990,True,True
OEA_kieeK7VzghN5Btuw3e2f88,OEA,5.0,Approximately 50% low-income zone,post1990,False,True
OEA_UQLRJgpjDFAYrpiqgtRPao,OEA,1.0,Majority low-income zone,1935-1955,True,True
OEA_dWATCPxMrEwrrKY8UToX2B,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_US5hzQyxDTFeLoFcBcgk9M,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_Ro3haB6nhVXsk7qrcuotaT,OEA,1.0,Majority low-income zone,1935-1955,False,True
OEA_9R8FGCNhWEBiuNpeZsGPUb,OEA,2.0,Approximately 50% low-income zone,1935-1955,False,True
OEA_9tkBkvM73V7trwprzMY9uE,OEA,2.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_D5HrAsbSMiK4j5nHknNSbn,OEA,3.0,Minority low-income zone,pre1935,False,True
OEA_FmCV5yQZimfXG2qBcc7Frs,OEA,9.0,Approximately 50% low-income zone,post1990,True,True
OEA_ki4DtpunCK9dfX3Avwg7jS,OEA,5.0,Majority low-income zone,1935-1955,True,True
OEA_E3Z5MBV8roCZ2UPLBTX5MX,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_b8GfpfQBSyT6Kd2KNbRRbD,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_LC4XeYe3AdyZKDtUeyBgkS,OEA,2.0,Majority low-income zone,1935-1955,False,True
OEA_iPcGe2aW8Pcdmq5BhVeAYS,OEA,,Approximately 50% low-income zone,1956-1971,False,False
OEA_CFbxghTrxUEvUSNiWkdE5c,OEA,4.0,Majority low-income zone,1956-1971,False,True
OEA_hqDpnFzRFwfdTaDB4quy8s,OEA,4.0,Majority low-income zone,1956-1971,False,True
OEA_eQBeUKg8aPoNDPBxTNwmr5,OEA,2.0,Approximately 50% low-income zone,1935-1955,False,True
OEA_2gAV3NHLbRxkGa3QxiAqgc,OEA,2.0,Approximately 50% low-income zone,1935-1955,False,True
OEA_TYGZdH3Q7KV3wqny6n4LxJ,OEA,2.0,Approximately 50% low-income zone,1935-1955,False,True
OEA_Sc7xSaDZCLwgQimAdkuNBo,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True
OEA_4aazyYUZ27ikTXrtQrqPd6,OEA,3.0,Approximately 50% low-income zone,post1990,False,True
OEA_PYgJqszDpGzQJPPWwt4NJW,OEA,3.0,Approximately 50% low-income zone,post1990,True,True
OEA_CD9hpqj5CgxnXJaJDV92Gw,OEA,3.0,Approximately 50% low-income zone,post1990,False,True
OEA_HXF7cjtphX54PFzc9Z4KnC,OEA,3.0,Approximately 50% low-income zone,post1990,False,True
OEA_GKigauUFRfqdaL9UbSU7gM,OEA,2.0,Majority low-income zone,1935-1955,True,True
OEA_PaQ8VGmURY6TLiWJkTpuat,OEA,2.0,Majority low-income zone,1935-1955,True,True
OEA_ZDgsfDiTJeWgZHPWM3oVRK,OEA,6.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_KeLe5kgVyRP2Wwd53pCnSr,OEA,1.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_fekFWZrMvFg88aZxfvx9Qc,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True
OEA_6wf8fQWnd3fsnF4qt2xwEp,OEA,24.0,Approximately 50% low-income zone,post1990,True,True
OEA_VqpwwJyzTXHBcy3fLL8okh,OEA,24.0,Approximately 50% low-income zone,post1990,True,True
OEA_fZRcTKvBHNBHoMJLjpd9rD,OEA,24.0,Approximately 50% low-income zone,post1990,False,True
OEA_PoAcGvVQPpR48i3hABCNnR,OEA,24.0,Approximately 50% low-income zone,post1990,True,True
OEA_LgeFvHRSnNhtVi9fM2CP25,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_T4EwuxkVSV8t9hgN8H66wT,OEA,5.0,Approximately 50% low-income zone,post1990,True,True
OEA_KnHovhYGnkoTJFEPhpqadw,OEA,5.0,Approximately 50% low-income zone,post1990,False,True
OEA_jZi9AZmxaW6TcVJd7NkqmD,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_DyGB4rNHqeYEWmgpNkeiMg,OEA,12.0,Approximately 50% low-income zone,post1990,True,True
OEA_j7hpLijVh9xVgxdGw7M5Ee,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_MemSzBUHMu55iAmC4Pm9Dj,OEA,3.0,Not low-income zone,pre1935,False,True
OEA_XUonjRL5PEam54gahxBUMm,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_eLuyzybM4LnezQmzV273Nh,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_HCDbeEHBHbPNRu3ccP7bTf,OEA,2.0,Majority low-income zone,1935-1955,False,True
OEA_m62u5c6GgvvRGwXfV7agiL,OEA,3.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_9CxmxtoKLsuoKExo6HHcmL,OEA,2.0,Minority low-income zone,pre1935,True,True
OEA_a5tQ9TmEPLZ2CAfektQiJH,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_kuJtG4iNmSkQ9RQoBiM5Sg,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_JwM9DrSPyx6TAAHdcn9kxd,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_LsEqpsJYrjBT5MM9kffbHw,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_FevFttiZeyPLuDiESsob57,OEA,2.0,Minority low-income zone,pre1935,True,True
OEA_M6sY2UZpuoZBqyrNqZcDNq,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True
OEA_TjKBYuC9VkSgV7cSNmxms8,OEA,7.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_f3keTAmc7Z4MuBzSk5vhtS,OEA,7.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_gyMRXccDfFZy2nnBRGzZqs,OEA,8.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_j5egszPyBFdaMBD3DxinoG,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_JRuJrUEEURSZKg5NgKnYfL,OEA,1.0,Majority low-income zone,1956-1971,False,True
OEA_GUhezFNKqnCEaRaFKH9tTt,OEA,1.0,Majority low-income zone,1956-1971,False,True
OEA_QYmiXPR857eABCWihGNveQ,OEA,1.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_nYVmMEFaeSm3rrX6VfKJh8,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_eoRDJcwwqxF3MgPwfMjYvX,OEA,4.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_ChamqaBDWdoBBZcAhoxTub,OEA,2.0,Majority low-income zone,1956-1971,True,True
OEA_nCVjiRcaBMvNQXhisWGgwn,OEA,10.0,Approximately 50% low-income zone,post1990,True,True
OEA_EknKypRydNJiMy9vqff9ij,OEA,10.0,Approximately 50% low-income zone,post1990,True,True
OEA_3VjAvTaS7JXiomWJKFk6U7,OEA,10.0,Approximately 50% low-income zone,post1990,False,True
OEA_XDwYsWWnN2mXe7HeBa22AR,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_PzpJjZeuxXoW4xdRGChTHo,OEA,,Approximately 50% low-income zone,1935-1955,True,False
OEA_9AjQCR4ktQNF7tG2JhcNFa,OEA,7.0,Minority low-income zone,1956-1971,True,True
OEA_NRVnnus5RLC2NTnUQnjRFy,OEA,7.0,Minority low-income zone,post1990,True,True
OEA_LmYReCeGuroy8BRnqMo6qi,OEA,9.0,Not low-income zone,1972-1990,True,True
OEA_aT7YvtTrqu6uXAX9x6dEbM,OEA,9.0,Not low-income zone,1972-1990,True,True
OEA_Ho5oFx8GSXF7DHrwxJnp8Q,OEA,9.0,Approximately 50% low-income zone,post1990,False,True
OEA_QCTZLRJtJzZbwgJSnjkFRJ,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_WWUggZSc8QAs4BwYYtsicr,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True
OEA_bvjHcP8mqAXULNCpVGN5o5,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_aKVTje9CkXaoASaHWzvy7Q,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_ezQm2s4xgbzbSGHgLnWkb4,OEA,19.0,Approximately 50% low-income zone,post1990,True,True
OEA_XqMkpgr6NoSbRLtaXP6qRz,OEA,19.0,Approximately 50% low-income zone,post1990,True,True
OEA_GQXdeqzEdi6LjcFpuzDQ45,OEA,10.0,Not low-income zone,1972-1990,True,True
OEA_6HEWyhzKG6MPWuY4U39L5B,OEA,10.0,Not low-income zone,1972-1990,True,True
OEA_bS2zNKyZRcS5dikWRt7zsS,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True
OEA_YvvXSVwYRmBNW4nt3EwoQR,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True
OEA_Z5MsznHQUeJEZ6zeah5gTR,OEA,9.0,Approximately 50% low-income zone,post1990,True,True
OEA_YAGYKiENWygN8QGzzrimh8,OEA,13.0,Majority low-income zone,post1990,True,True
OEA_be3YkNNkBV5SjrrwCiMnmV,OEA,7.0,Majority low-income zone,1935-1955,True,True
OEA_U8Ac7UZAmfLMTizTPm2EH6,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_QGrtQzjkZcGWyCDpiWwt3k,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_Rmm2C5syThfoC3kFwgp4ad,OEA,2.0,Not low-income zone,1935-1955,False,True
OEA_VQgGbauSdr65t28awZXHhN,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_NsARJ2xKdbbFXsai34oPdT,OEA,7.0,Not low-income zone,post1990,True,True
OEA_hdkCbNWPqWvpH5JHdWtTfy,OEA,5.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_gMvptUJm6xUKQf8qhkMPC3,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_fhQwtaTMTwUWXJWZLUKFfc,OEA,10.0,Not low-income zone,post1990,True,True
OEA_WQJqWSrubdWmp6jxjbiALv,OEA,10.0,Not low-income zone,post1990,True,True
OEA_UpNUcR2whZQGkBdDgqFvFM,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_MTAhdMPypLMw52zTTvEmCk,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True
OEA_kFn6aRjRazDLgt2ompq5ob,OEA,3.0,Majority low-income zone,1935-1955,True,True
OEA_RwdWytRkLwdU47ZqaTU3Da,OEA,8.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_6hUA4dZLbERCDPvy9cAaSo,OEA,2.0,Majority low-income zone,1956-1971,True,True
OEA_7xf5Tbexhfb4rKVQBnU3na,OEA,8.0,Approximately 50% low-income zone,1972-1990,True,True
OEA_PLsN4nd8nPpVmVhsHZVzrY,OEA,8.0,Approximately 50% low-income zone,1956-1971,True,True
OEA_ZWHZ9tRHcJcXHfeBLLX2y4,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True
OEA_iqAJGJteNu4arrDToZjpvG,OEA,14.0,Minority low-income zone,post1990,True,True
