NID,Source,floors_no,socio_eco,label,has_image,has_tabular,in_dataset_1,in_dataset_2,split,is_augmented,is_undersampled
OEA_GzNLUtcVVJi83EcvBHGup6,OEA,27.0,Not low-income zone,post1990,True,True,True,True,test,False,False
OEA_NbDyRaCj9Yr7mjXgVTz8po,OEA,27.0,Not low-income zone,post1990,True,True,True,True,train,False,False
OEA_kfNWF7CTzxQTQuUc4yBH8H,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_8WYFPY6nVyqUcHxKm23ivE,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_K3DygAbkWJjkrFPwniJoai,OEA,2.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_U9ztJLtzsoCR3CPohHfgHq,OEA,6.0,Approximately 50% low-income zone,1972-1990,False,True,False,False,train,False,False
OEA_gGFf6TpzeNuYGT7feA4FPx,OEA,4.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_fzR47RVdfgRYDhb8H2uUmL,OEA,4.0,Majority low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_bF7RFd3ZdtPvjTXA5KKMR9,OEA,6.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
OEA_Lc9QCKivFdtKLB9sfvLP4Q,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_StKkg6RirRYbf29YJjxjU3,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_nDpkToe3AbKtX42ki8Lhew,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_gBJSDLUur2FUgJrfctZPUD,OEA,9.0,Not low-income zone,post1990,True,True,True,True,train,False,False
OEA_CJZni5qXUzBmGxv9Efhq94,OEA,9.0,Not low-income zone,1972-1990,False,True,False,False,train,False,False
OEA_Q4Z6xE5pczDdfxwNtfi8x8,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_ScAyA5sVZ85erTyt93QTcq,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_HmbzdJK44WSwc3bQLGJGkT,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,False,False
OEA_kTeT9q8tQp2Y8MDWXqR9C8,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_eGaEKdEfiDqhRfgsqBrhFh,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,val,False,False
OEA_A3KPkCbD7JEKdazQyrUbYK,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_HNX3zjN29UrJ83tykkcPc5,OEA,4.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_iW4cZvBrUxyKm4tQfXNAMe,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_8pp87qLy5y68TNwaFUMKNa,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_f8ij3RkuaVHbizWPF54xab,OEA,3.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_jZpHmhWajT6BEYSTgBgFzk,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_EqfNMHFzcyUV4tEUnUDjWi,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_XHhRmdcoDpxyKDfVg4w6m9,OEA,3.0,Minority low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_DbYpoxWdiGpYSe7NLyBQA3,OEA,3.0,Minority low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_7NgJX23AnDgS8gADygSAMV,OEA,3.0,Minority low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_R7M84q7swP3df3iPWKH2Ty,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_EqYMDcCdcCnbaNH6i9KS7d,OEA,1.0,Approximately 50% low-income zone,1972-1990,False,True,False,False,train,False,False
OEA_Q6u5NCwYdsBQBVi6ZT3LXx,OEA,1.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_27cwC9L4pSdo4eY7AWWUpD,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_imbnkhcmzc2TnpqmQoRSYY,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_Q897NMf2h62EVEhDXnavA8,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_NRkSRV9sa389aXgcpFYK4v,OEA,4.0,Majority low-income zone,1956-1971,False,True,False,False,val,False,False
OEA_UgcMvJHNaewWAQqV7e2yFL,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_iFCLDGTa8LQdtG8R6rrkxi,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_Pd6a3vWJdeYjaDvaCiYHP8,OEA,2.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_T7PPVZGVYyEDgHHDhR4Qiu,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_by7HFnrqGvBXkQ7UJy84o9,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_7GjUXWdhAtazc5NkLM6VRX,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_Ea2qMk4WLrVaN595MqpzZR,OEA,8.0,Approximately 50% low-income zone,post1990,True,True,True,True,val,False,False
OEA_BnjZLBfUP4aFYpxnirgmk5,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_8aG38NxBnNmhaWuPQsCxJY,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_Gmpo8vpmE3iy2e8SZjezBq,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_eTofShiXpJbTyoGqufzmmj,OEA,2.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_VvuXgS6ocnYbJYFbYSHvmw,OEA,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_MttnyzL2JLXSTbKRg6cPCV,OEA,7.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_n2UneWCcWsU7dst3z22As2,OEA,7.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_Mm2xsxoychfohskp9rrvDY,OEA,7.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_9Ryhs3ZqSFhKYgiRRtwBLW,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_SyBTwjVgygKwQn9m923rMZ,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_F4smbHoycha62VADDETNFY,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
OEA_nSzzXqd9DZsT62AXuGknGn,OEA,1.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_3NDtAXDmuhCWzhP7jqkz2r,OEA,3.0,Majority low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_FacEZEcuZyoXrBd7G4rW6Z,OEA,1.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_GXSUubxc7CLr2dFDFStkNH,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,False,False
OEA_EPphMpoJm2upPY25ujXFAj,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_bBwCctdVTiT4obfuCeF88t,OEA,1.0,Majority low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_cymmZ8nGvg8u69mnyxsdfN,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_6MDpGjAgSSKXWW3jjDaNuv,OEA,5.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_YorL8c9jWczoidEjaqVFRc,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,val,False,False
OEA_Uav7RxDQqx4npAFeNG7Hpo,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_VQaCkERTpgmFB4xkrD4xYr,OEA,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
OEA_372EfXPY4UfkCi76jRoUgJ,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_j6KEUnL8wBCGsdkfV3WgZW,OEA,6.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_J74CyQPWbLgVyh2bLkugCr,OEA,5.0,Not low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_jh9LZbBqb9iE4bjxrrQwj6,OEA,5.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_9rkJ3V8MsinmwqRCZhXukX,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
OEA_LXbfJ8p6GzDtnczbeC4Nnq,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_5pjawcf4DZH9c8aPScgEvY,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
OEA_RRdw5f8waR4powosBzkZf4,OEA,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
OEA_FGSz2bCDQCaJafH2AjvsGn,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_dUhb763wv7gC923A9tnPLM,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_BKGLkRUhwVAQfKMibHAJD4,OEA,3.0,Majority low-income zone,pre1935,False,True,False,False,train,False,False
OEA_JExfvzBqo9WWfuKREKTXos,OEA,3.0,Majority low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_BCatZFk6kHxQykPxf7AMJf,OEA,3.0,Majority low-income zone,pre1935,True,True,True,True,train,False,False
OEA_9sPgQR88TJaVye6nADyCgK,OEA,7.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
OEA_TKDjo2sYrgvyjMNANeASXa,OEA,4.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_GKJzECmjSFZMgcqSaTfEoC,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_5tvPxxak2CJT7EK79t5k6j,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_5RJw6xqBBvTAqh2NQaWfzH,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_5vZhLPTT4vVFvg3rGXuLiV,OEA,6.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_aybjgVkmRasMWHQvxuFbLW,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_jHLdXj8pv8knPUsY844oey,OEA,10.0,Not low-income zone,post1990,True,True,True,True,train,False,False
OEA_HYymmw3DTpM62NJ2cKUBHd,OEA,10.0,Not low-income zone,post1990,True,True,True,True,train,False,False
OEA_4mmGXeqpuXKKSjCLy7WHnK,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
OEA_cWB6SFHZW89A9q42b6HHUG,OEA,4.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_hcnndt4ADsHHXtczg5jggg,OEA,5.0,Minority low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_TqmToQQgtGCwn3TjtuyP5i,OEA,5.0,Minority low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_bgGPZVjX2Wm6KuwLynLaeZ,OEA,5.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_fiksh46GQhDoKn9YZnS9Ap,OEA,5.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_VG8tSWEidZcMGomMt3Cm5A,OEA,5.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_HCbUNc3QG6vZaYGWiKDCSy,OEA,5.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_6aJHxXM3howdFSLzzQUv9z,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_VN6CiC2K2BruecCNhCHHAV,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_eMLmHNAbVNFFpYXNhHwcyp,OEA,5.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_LpsZVeeTnjo39XLLAFFmhx,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,val,False,False
OEA_PG7Ck3X7m3qeDTbg2p8xwa,OEA,9.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,test,False,False
OEA_F9RVBHYfwzfUUTrTHaoCBU,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_MFvtCEUmrYMkmVBXE3pYre,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
OEA_F8jgBwx2je3KWjGkA3s8ws,OEA,4.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_cf9YgZiL8MEu86SWoZ2Lt7,OEA,4.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_9KaEzXUYN9RexYTzDbdn9m,OEA,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
OEA_3AfkzvRdtW4UhEDdiqYZgw,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
OEA_nGSegNxdTA4UNd22sgPgHC,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_igf2juPavnvr7RQJsAQecz,OEA,4.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
OEA_62VLJq9rRRD36n5vJpeUfo,OEA,4.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
OEA_jTr2aZDjtAbAXpNUxVugmA,OEA,9.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_kGLFP3zSt8N2cC6Si6bGng,OEA,9.0,Approximately 50% low-income zone,1972-1990,False,True,False,False,train,False,False
OEA_faHsxfGM6qVt72e9AondRj,OEA,9.0,,1972-1990,False,False,False,False,train,False,False
OEA_nrg7BFTpEN5n3GG5JbcGAk,OEA,2.0,Minority low-income zone,pre1935,True,True,True,True,train,False,False
OEA_GrcvFDrceHpNdWFQmaNL6a,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,val,False,False
OEA_W9rEoJgRH4B6R5u3jT9Sxy,OEA,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_XttBdNaMbKzPbHw4z68oVF,OEA,5.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_ZMa2XpU6rCgscaDMNs35vK,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_KKVxwY2YX2pqZYeW9AA7xK,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_SZ4eABWJyPEtbcyb3cVYJT,OEA,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_5D6JRHgNX4pR4HLoAedo2U,OEA,2.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_mcJVNvDwe2wRBZVQHQVb2u,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,val,False,False
OEA_DJb4DydXLoJeebVpKqJjax,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_CZE2LAV5XUqFM9g97xaoh9,OEA,9.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
OEA_T4UHGJ8XFd7RUmiAsnX85Y,OEA,23.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
OEA_GQbq2xjnwPXPRchJsNmvKK,OEA,23.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
OEA_HVyKphLYY3AnzXJH6tqTDj,OEA,,Approximately 50% low-income zone,post1990,False,False,False,False,train,False,False
OEA_JFXmb2LVLYeFMZiRgkgEAT,OEA,2.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_e5qkB9A3pmVNkyx3SLRDKu,OEA,1.0,Majority low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_iu7TDsZo2tDjS9w2iTj27d,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_ibbHNvJS6MVj4bPu3HTBfm,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_iymYJw2ie8UhWac93mQC4b,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_EutBiw8T5Ant53DhWMxcuJ,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
OEA_fxkDTrPG57Ec4GVocXun5z,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,False,False
OEA_2i4dtZQMdFWPwrzRTSuWrY,OEA,6.0,Not low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_BtZSa8ATCCjZrC7WeFEE6U,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_CTDCZfcWdiVntcpZtPLNhk,OEA,6.0,Not low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_Ja7Qn9u7J5ZBsGmhiy873n,OEA,6.0,Not low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_6tyukybEWF8LWNu2XGyK3T,OEA,6.0,Not low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_ZbFmfZnBq3upfD5QNZT5fH,OEA,3.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_PBVbaBxE3rwGf2HYqwRZqe,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_gEfFq7CsoMsGioJVUeczRD,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_5JYk3gZCeXxVMQqio5MyUq,OEA,1.0,Majority low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_N5A8H5bp77EgwUu2Zk5wsR,OEA,1.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_i74qQrwPHyKPN4epbCbtYH,OEA,1.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_RT39aispiLiEqQeR2FdfmQ,OEA,7.0,Not low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_YfJ7JYLhm6jthPp4jXcejF,OEA,4.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,test,False,False
OEA_aEzZuGMo7Qqbh7EwU9cT35,OEA,6.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_LsMBBQuvMH2XjjEiG6aqHX,OEA,6.0,Minority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_4MyCXhtkeATQroufDCkj3g,OEA,4.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_ErJBMq5Bi6aSU3cHtGAZxk,OEA,4.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
OEA_RVmAcnQZKAnELpz9LAofcF,OEA,6.0,Not low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_82DPLG3FMSwHno2FpyWJ2G,OEA,6.0,Not low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_U74a59yJmcoNTBbtTr48MW,OEA,3.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_2iczKgeeyXwHHVuQyBSKVK,OEA,3.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_BEgbhrguFyESuzvgVKaemZ,OEA,,Minority low-income zone,1935-1955,False,False,False,False,train,False,False
OEA_UbibBN4nwB7B6C4wm35Xoj,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
OEA_B9NwdhEhDzexbWCsVviMUL,OEA,4.0,Majority low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_LXuNwHMaZv73soJBYZfQ2s,OEA,2.0,Majority low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_Fr3vipavEMvvSJv9n3hjqr,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_knfYRnjTkTs2bTYUyoPDKo,OEA,11.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
OEA_GYncWmgYVVwBuZcR5Lg7AE,OEA,11.0,Approximately 50% low-income zone,post1990,False,True,False,False,train,False,False
OEA_iymiUhLRMtV3Du8GjCnRA6,OEA,5.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_G7knMaJXkv8MLLhvrWUeTS,OEA,3.0,Majority low-income zone,1956-1971,True,True,True,True,val,False,False
OEA_nTo3A6Dn5VWcwsnAVM39wG,OEA,2.0,Majority low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_oUfvUf6nu5vPSJM8EUxU38,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_DqPn4oX8PSWYFA3HZZHrXW,OEA,2.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_ifCvcgvvSBA4tGWA3C8sMK,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_Kx425UzfyBqwVBHEBgznuV,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_9k24rc7BYpa7QU95pN8uM8,OEA,4.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_NveriYyB3FXQrgMtoHWyn6,OEA,1.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_kAfCPsga9Tzi6EVrtuw4D8,OEA,1.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_MYD77XWkuEpE22HgeZvv8f,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_jrMaAxf6mgidq3fVMqQGup,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_CcSDByfJsBvho7Vsd7Skci,OEA,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,val,False,False
OEA_WvAFASZLGLXguDKTRVFbbr,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,val,False,False
OEA_LTVMybQULrTu2Z9vGZJg7u,OEA,7.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_CjvP5csiot8Q93UHnPZT4c,OEA,7.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_9q5mM3oTkP2VKmkTne7EdE,OEA,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_QxGdA8pD2P5ovQDTTyuTnA,OEA,6.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
OEA_D5bbzanaqXDWSERoaHMgZX,OEA,3.0,Majority low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_HfbxgoKzYLVu3ezJh8Jj92,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_kMFpmPnAZSTQjaAyzjuihf,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_9vxTRbuEksC7BAgLhAPV3T,OEA,5.0,Not low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_b3oYH9RFjS4Tz9qB5pBDQr,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_BZs7ksFrgH85f6ML3EgDqi,OEA,2.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,val,False,False
OEA_7wwsTDemgECh9HjNQVgJ2H,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_kBUZnavWz4dUgQWr9qB5mA,OEA,9.0,Approximately 50% low-income zone,post1990,False,True,False,False,train,False,False
OEA_BwdTbGvPGGDgRnj9hnPBUh,OEA,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
OEA_Vfku2WqzHEVghJoq7NYNMg,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_Y7WBKmYL8FfjUHZRsAFP8j,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_RmvmdycNKcQbAeQqv3G3y6,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,val,False,False
OEA_Ko9WNyaKDwEi8geyF5JpVM,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_RWx5DXB4GLXfEBWuDm5Q8j,OEA,3.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_5da8bJQhDQkTvY3gBVRdKJ,OEA,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
OEA_Cxwi29xc2xpvvbeVXSyrkM,OEA,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_Gywhq4m2dboYFDSciJsSZT,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,val,False,False
OEA_2vtSrTx7NwZ34kbJH973j4,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,True
OEA_T2zW8KfJxWwDvEVohJS8vz,OEA,4.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
OEA_ChqcdCvKve5gW7KSEUsQGE,OEA,2.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
OEA_Gyv7V3J6cZSnqR7YWacuQ2,OEA,3.0,Majority low-income zone,1972-1990,True,True,True,True,train,False,False
OEA_MHye5FsojGjwJGVoXCDiF2,OEA,,Approximately 50% low-income zone,1972-1990,False,False,False,False,train,False,False
OEA_egrSNTzcRAxYaP98NWpfhL,OEA,,Approximately 50% low-income zone,1972-1990,False,False,False,False,train,False,False
OEA_9nCWwcFGBTTksDJi6Hq2wT,OEA,1.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_cVMuqxseV6EWEuYgxXaqQE,OEA,1.0,Majority low-income zone,pre1935,True,True,True,True,val,False,False
OEA_9TFRCEh8nUo9zAsreJDqSA,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
OEA_azW2wN7AZmFt4dJRzeDfoB,OEA,1.0,Not low-income zone,pre1935,True,True,True,True,test,False,False
OEA_UKtjXnY2hGvkGVvdd8nWnF,OEA,3.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_JS6d8GsLH9YYoUZqJDBghC,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,False,False
OEA_GrY3njJqd9virBBWz2TYZj,OEA,3.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,train,False,False
OEA_m9ZvmqKShQtbzueqahDFuF,OEA,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
OEA_A68gTyttRJy2pn4eRbsEkL,OEA,4.0,Majority low-income zone,1972-1990,False,True,False,False,train,False,False
OEA_ZeYdMUymw9NBhZH9R29bFk,OEA,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
OEA_ByPjx8crdoYksJarCC3zDy,OEA,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,val,False,False
